,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Income,house_age,year_sold,season,renovated,view_cat
16364,439990.0,3,2.5,2340,5171,2.0,0,0,9,2340,0.0,2013,0.0,27,47.4832,-121.772,2790,5684,68356.0,9,2014,2,0,0
16365,598992.0,5,3.5,3440,6037,2.0,0,0,10,3440,0.0,2014,0.0,27,47.4765,-121.734,3270,6037,68356.0,8,2015,0,0,0
16366,459990.0,3,2.5,2680,5539,2.0,0,0,9,2680,0.0,2013,0.0,27,47.4761,-121.734,2990,6037,68356.0,9,2014,1,0,0
16367,485000.0,4,2.75,2790,7803,2.0,0,0,9,2790,0.0,2013,0.0,27,47.4823,-121.772,2620,6178,68356.0,9,2014,2,0,0
16368,499990.0,4,2.75,2910,6334,2.0,0,0,9,2910,0.0,2013,0.0,27,47.4826,-121.771,2790,6352,68356.0,9,2014,2,0,0
16370,535365.0,4,2.75,2790,6969,2.0,0,0,9,2790,0.0,2012,0.0,27,47.4836,-121.76899999999999,2620,6307,68356.0,10,2014,2,0,0
16371,472000.0,3,2.5,3800,104979,2.0,0,0,9,3210,590.0,2005,0.0,27,47.4304,-121.84100000000001,2040,109771,68356.0,17,2014,2,0,0
16372,499990.0,4,2.75,2620,7001,2.0,0,0,9,2620,0.0,2012,0.0,27,47.4838,-121.76899999999999,2620,6543,68356.0,10,2014,2,0,0
16373,1060000.0,2,1.5,2370,184231,2.0,0,0,1,2370,0.0,2005,0.0,27,47.4543,-121.77799999999999,3860,151081,68356.0,17,2014,2,0,0
16374,850830.0,3,2.5,2070,13241,1.5,0,4,10,1270,800.0,1910,0.0,41,47.6415,-122.315,2200,4500,171622.0,112,2014,1,0,0
16375,740000.0,4,2.0,2050,4400,1.5,0,2,10,2050,0.0,1922,0.0,41,47.644,-122.319,2320,5500,171622.0,100,2014,2,0,0
16376,865000.0,4,1.75,1800,4180,2.0,0,2,9,1800,0.0,1921,0.0,41,47.6462,-122.318,2180,4620,171622.0,101,2014,2,0,1
16377,1010000.0,4,1.0,1820,5400,1.5,0,0,9,1820,0.0,1923,2014.0,41,47.6476,-122.318,1820,5400,171622.0,99,2014,3,1,0
16378,425000.0,2,1.0,970,2970,1.0,0,0,8,970,0.0,1910,0.0,41,47.6233,-122.319,1670,3000,171622.0,112,2014,2,0,0
16379,600000.0,3,1.75,1620,1325,2.5,0,0,10,1430,190.0,2005,0.0,41,47.6498,-122.321,1750,1572,171622.0,17,2014,2,0,0
16380,550000.0,3,1.75,1650,3200,1.5,0,0,9,1650,0.0,1901,0.0,41,47.6209,-122.31700000000001,1500,2400,171622.0,121,2014,2,0,0
16381,1270000.0,4,3.0,3130,2646,2.5,0,4,10,2290,840.0,1906,0.0,41,47.6272,-122.316,2920,4500,171622.0,116,2015,1,0,0
16383,1020000.0,4,2.5,2960,4760,2.0,0,0,9,2160,800.0,1900,0.0,41,47.6367,-122.318,1600,4760,171622.0,122,2015,0,0,0
16384,580000.0,3,3.25,1490,857,3.0,0,0,9,1220,270.0,2001,0.0,41,47.6357,-122.324,1550,1092,171622.0,21,2014,3,0,0
16385,852000.0,3,3.0,2400,4000,2.0,0,0,8,1860,540.0,1905,0.0,41,47.6288,-122.321,1750,3940,171622.0,117,2015,1,0,0
16387,390000.0,2,1.75,1150,2723,1.0,0,2,8,770,380.0,1923,0.0,41,47.6357,-122.322,1440,4000,171622.0,99,2014,2,0,0
16388,933000.0,3,1.5,1870,3300,2.0,0,0,8,1870,0.0,1906,0.0,41,47.6221,-122.325,1820,2460,171622.0,116,2014,3,0,1
16389,500000.0,3,3.25,1490,902,3.0,0,0,9,1220,270.0,2001,0.0,41,47.6357,-122.324,1550,1092,171622.0,21,2014,3,0,0
16390,625000.0,3,3.5,1560,1490,2.0,0,0,9,1240,320.0,1995,0.0,41,47.6248,-122.319,1560,1662,171622.0,27,2014,2,0,0
16391,755000.0,2,2.5,1360,2070,2.0,0,0,9,1360,0.0,1999,0.0,41,47.6423,-122.329,1920,2092,171622.0,23,2015,0,0,0
16393,796000.0,3,1.0,1980,3243,1.5,0,0,9,1980,0.0,1912,0.0,41,47.6429,-122.32700000000001,1380,1249,171622.0,110,2014,2,0,0
16394,840000.0,4,2.75,3040,2800,2.0,0,0,10,2100,940.0,1906,0.0,41,47.6245,-122.32700000000001,1260,2178,171622.0,116,2014,1,0,0
16395,1200000.0,5,2.5,2860,4000,2.0,0,2,9,2160,700.0,1910,0.0,41,47.6225,-122.318,1340,1224,171622.0,112,2014,2,0,0
16398,600000.0,2,1.0,1110,3500,1.5,0,0,7,970,140.0,1912,0.0,41,47.6453,-122.32700000000001,1884,1778,171622.0,110,2014,3,0,0
16399,525000.0,4,1.0,1570,4000,1.5,0,0,8,1570,0.0,1920,0.0,41,47.6275,-122.321,1610,4000,171622.0,102,2014,2,0,0
16400,935000.0,4,2.0,2580,4500,2.0,0,2,10,1850,730.0,1905,0.0,41,47.6245,-122.316,2590,4100,171622.0,117,2015,1,0,0
16401,635000.0,3,3.5,1730,1349,3.0,0,0,10,1350,380.0,2009,0.0,41,47.6224,-122.32600000000001,1830,3300,171622.0,13,2014,2,0,0
16402,670000.0,3,2.5,1420,1438,2.0,0,0,10,1280,140.0,2003,0.0,41,47.6265,-122.323,1490,1439,171622.0,19,2014,2,0,0
16403,799200.0,6,3.0,2890,2370,2.5,0,0,8,2290,600.0,1906,0.0,41,47.6227,-122.323,2180,2460,171622.0,116,2014,1,0,0
16404,482000.0,2,2.25,1350,1248,2.0,0,0,8,1180,170.0,2000,0.0,41,47.6399,-122.32,1760,3360,171622.0,22,2014,2,0,0
16405,900000.0,2,1.0,1240,5500,1.0,0,0,8,1240,0.0,1954,0.0,41,47.6461,-122.31700000000001,2080,4400,171622.0,68,2014,3,0,0
16407,960000.0,3,2.5,2010,6857,1.0,0,2,10,1450,560.0,1955,0.0,41,47.6402,-122.314,2380,6370,171622.0,67,2014,3,0,0
16408,626000.0,3,2.25,1750,1572,2.5,0,0,10,1470,280.0,2005,0.0,41,47.6498,-122.321,2410,3050,171622.0,17,2014,1,0,0
16409,1440000.0,3,3.5,3870,3819,2.0,0,0,1,2760,1110.0,2002,0.0,41,47.6452,-122.31700000000001,2530,5500,171622.0,20,2014,1,0,0
16410,350000.0,2,1.0,1070,2880,1.0,0,0,8,1070,0.0,1902,0.0,41,47.6261,-122.324,2030,2880,171622.0,120,2015,0,0,0
16411,525000.0,3,2.25,1290,1182,2.0,0,0,9,1000,290.0,2006,0.0,41,47.637,-122.32700000000001,1300,1169,171622.0,16,2014,3,0,0
16412,875000.0,3,2.0,2350,6000,1.5,0,2,9,1990,360.0,1922,0.0,41,47.6476,-122.32,2010,5040,171622.0,100,2014,2,0,0
16413,752000.0,4,1.5,1650,2970,1.5,0,0,8,1650,0.0,1903,0.0,41,47.6233,-122.319,1670,2970,171622.0,119,2014,3,0,0
16414,440000.0,2,2.75,1100,1088,2.0,0,0,8,750,350.0,2006,0.0,41,47.6405,-122.324,2090,4125,171622.0,16,2014,3,0,0
16415,1050000.0,3,3.0,3490,4500,2.5,0,0,10,3170,320.0,1924,0.0,41,47.6394,-122.321,2840,4050,171622.0,98,2014,3,0,0
16416,660000.0,3,2.5,2290,2798,3.0,0,2,10,2290,0.0,1953,1983.0,41,47.64100000000001,-122.315,2260,5000,171622.0,69,2014,1,1,0
16417,670000.0,3,1.75,1280,2147,1.5,0,2,8,1280,0.0,1910,0.0,41,47.6362,-122.324,2010,2640,171622.0,112,2014,2,0,0
16418,1100000.0,4,3.0,2880,5500,2.0,0,2,10,1920,960.0,1926,0.0,41,47.6448,-122.31700000000001,2110,5500,171622.0,96,2015,0,0,0
16419,995000.0,3,2.25,3200,3800,2.0,0,4,10,2650,550.0,1914,0.0,41,47.63800000000001,-122.31700000000001,2400,3900,171622.0,108,2014,2,0,0
16420,615000.0,3,3.0,1420,991,2.0,0,0,9,1040,380.0,2005,0.0,41,47.6408,-122.32700000000001,1500,1301,171622.0,17,2015,1,0,0
16421,555000.0,2,2.25,1370,1248,2.0,0,0,8,1200,170.0,2000,0.0,41,47.6399,-122.32,1800,3360,171622.0,22,2015,1,0,0
16422,690000.0,3,1.5,1760,4000,2.0,0,0,9,1760,0.0,1922,0.0,41,47.6401,-122.32,1760,4000,171622.0,100,2014,2,0,0
16423,635000.0,2,2.5,1390,1132,2.0,0,0,9,1130,260.0,2006,0.0,41,47.6228,-122.319,1400,1237,171622.0,16,2015,1,0,0
16424,615000.0,3,1.75,1920,4000,1.0,0,0,8,1070,850.0,1950,0.0,41,47.6392,-122.318,2280,4000,171622.0,72,2014,2,0,0
16425,402000.0,2,1.0,710,1173,2.0,0,2,8,710,0.0,1943,0.0,41,47.6412,-122.329,1370,1173,171622.0,79,2014,1,0,0
16426,1440000.0,4,3.0,3720,5000,2.5,0,4,10,2720,1000.0,1905,0.0,41,47.6282,-122.322,2610,5000,171622.0,117,2014,3,0,0
16427,845000.0,3,1.75,1600,2538,2.0,0,0,8,1600,0.0,1929,0.0,41,47.6447,-122.32700000000001,1660,1750,171622.0,93,2015,0,0,0
16428,1300000.0,4,1.75,4060,5500,2.0,0,4,10,2660,1400.0,1924,0.0,41,47.6437,-122.321,3320,5500,171622.0,98,2014,2,0,0
16429,530000.0,2,1.75,1170,976,2.0,0,0,10,780,390.0,2010,0.0,41,47.6192,-122.316,1280,1183,171622.0,12,2015,0,0,0
16430,1270000.0,4,1.75,2040,5000,2.0,0,2,10,2040,0.0,1921,0.0,41,47.6279,-122.315,3220,5600,171622.0,101,2015,1,0,0
16431,525000.0,3,1.0,1010,3520,1.0,0,0,8,1010,0.0,1902,0.0,41,47.6208,-122.319,1300,1233,171622.0,120,2015,0,0,0
16432,800000.0,4,2.0,2450,4400,1.0,0,0,8,1450,1000.0,1913,1980.0,41,47.6414,-122.32700000000001,1890,1386,171622.0,109,2015,0,1,0
16433,690000.0,3,1.0,1580,4000,2.0,0,0,9,1580,0.0,1905,0.0,41,47.6363,-122.32,2190,4000,171622.0,117,2014,2,0,0
16434,1480000.0,3,2.5,2570,5000,2.0,0,0,1,2570,0.0,1984,0.0,41,47.6295,-122.32,1570,5000,171622.0,38,2015,1,0,0
16435,825000.0,4,1.0,1820,4000,2.0,0,0,9,1820,0.0,1923,0.0,41,47.6259,-122.321,2050,4000,171622.0,99,2014,2,0,0
16436,920000.0,5,3.0,2230,4400,2.0,0,0,8,1730,500.0,1913,0.0,41,47.6404,-122.325,1280,1800,171622.0,109,2015,1,0,0
16437,675000.0,3,1.75,2130,4400,1.0,0,0,8,1430,700.0,1922,0.0,41,47.6417,-122.325,1710,3300,171622.0,100,2014,3,0,0
16438,810000.0,3,1.75,2060,3300,2.0,0,2,10,1500,560.0,1918,0.0,41,47.6498,-122.32,1830,3712,171622.0,104,2015,0,0,0
16439,550000.0,2,1.5,1300,2970,1.0,0,0,8,990,310.0,1903,0.0,41,47.6233,-122.319,1700,3000,171622.0,119,2014,2,0,0
16440,1050000.0,4,2.25,2630,4000,2.0,0,4,10,1810,820.0,1909,0.0,41,47.6393,-122.31700000000001,2370,4700,171622.0,113,2014,3,0,0
16441,729000.0,3,1.0,1580,3840,2.0,0,0,9,1580,0.0,1908,0.0,41,47.6192,-122.319,1680,2624,171622.0,114,2014,1,0,0
16442,952000.0,3,2.5,2450,4400,2.0,0,2,10,1800,650.0,1922,0.0,41,47.6439,-122.319,2220,5500,171622.0,100,2014,3,0,0
16443,550000.0,3,2.5,1550,1092,3.0,0,0,9,1390,160.0,2004,0.0,41,47.6355,-122.324,1550,1079,171622.0,18,2014,3,0,0
16444,505000.0,3,2.5,1995,1483,3.0,0,0,9,1760,235.0,2005,0.0,41,47.6025,-122.31,1520,1173,171622.0,17,2014,3,0,0
16446,475000.0,3,2.5,950,1110,2.0,0,0,9,950,0.0,2003,0.0,41,47.6226,-122.319,1230,1215,171622.0,19,2014,1,0,0
16447,1200000.0,4,2.5,2390,4200,2.0,0,0,10,2150,240.0,1924,0.0,41,47.6272,-122.318,2800,5250,171622.0,98,2015,1,0,0
16448,403950.0,2,1.0,710,1136,2.0,0,2,8,710,0.0,1943,0.0,41,47.6414,-122.329,1370,1173,171622.0,79,2014,1,0,0
16449,670500.0,4,2.0,1590,6750,1.0,0,0,8,1590,0.0,1951,0.0,41,47.6406,-122.31700000000001,2370,4500,171622.0,71,2014,1,0,0
16450,330000.0,3,2.5,1070,1155,2.0,0,0,8,720,350.0,2005,0.0,41,47.5617,-122.385,1120,2594,171622.0,17,2014,1,0,0
16451,979700.0,5,3.0,3730,5500,1.5,0,0,8,2160,1570.0,1927,0.0,41,47.6507,-122.32,1890,5500,171622.0,95,2014,3,0,0
16452,407500.0,2,1.0,770,2971,1.0,0,0,8,770,0.0,1923,0.0,41,47.6358,-122.322,1440,4000,171622.0,99,2014,2,0,1
16453,982218.0,3,1.75,2340,5500,2.0,0,0,10,2340,0.0,1988,0.0,41,47.6451,-122.319,2830,5500,171622.0,34,2015,0,0,1
16454,625000.0,3,2.75,2240,3600,2.5,0,0,8,1650,590.0,1901,0.0,41,47.6244,-122.32600000000001,1716,3120,171622.0,121,2014,2,0,0
16455,800000.0,3,3.0,2060,3200,2.0,0,0,9,2060,0.0,1907,0.0,41,47.637,-122.324,1760,2669,171622.0,115,2015,0,0,0
16456,1050000.0,3,2.5,2200,1970,2.0,0,0,10,1610,590.0,2008,0.0,41,47.6426,-122.32700000000001,1890,3505,171622.0,14,2014,1,0,0
16458,950000.0,5,2.0,2940,5500,2.0,0,2,10,2340,600.0,1909,0.0,41,47.6466,-122.321,2940,5500,171622.0,113,2014,3,0,0
16459,1450000.0,4,3.5,2860,2199,3.0,0,0,0,2860,0.0,2013,0.0,41,47.6262,-122.323,1990,1378,171622.0,9,2015,0,0,0
16461,527500.0,3,2.5,1380,1389,3.0,0,0,9,1380,0.0,2008,0.0,41,47.6427,-122.32700000000001,1380,1249,171622.0,14,2014,3,0,0
16462,975000.0,3,2.5,1660,1344,3.0,0,0,9,1660,0.0,2008,0.0,41,47.644,-122.32700000000001,1750,2040,171622.0,14,2014,3,0,0
16463,399950.0,2,1.0,710,1131,2.0,0,2,8,710,0.0,1943,0.0,41,47.6413,-122.329,1370,1173,171622.0,79,2014,1,0,0
16464,659000.0,2,1.75,1180,904,2.0,0,0,0,780,400.0,2014,0.0,41,47.6396,-122.329,1380,3610,171622.0,8,2014,3,0,0
16465,664950.0,2,1.75,1180,900,2.0,0,0,0,780,400.0,2014,0.0,41,47.6395,-122.329,1380,3610,171622.0,8,2014,3,0,0
16466,584000.0,3,2.5,1480,1485,2.0,0,0,9,1280,0.0,2007,0.0,41,47.6376,-122.32600000000001,1470,1277,171622.0,15,2014,1,0,0
16467,505000.0,2,2.25,1060,1209,2.0,0,0,9,940,120.0,2006,0.0,41,47.6369,-122.32700000000001,1300,1169,171622.0,16,2014,2,0,0
16468,653500.0,2,2.5,1680,1240,2.0,0,0,9,1120,560.0,2014,0.0,41,47.6372,-122.324,2060,3630,171622.0,8,2014,3,0,0
16469,499950.0,2,2.25,1060,1208,2.0,0,0,9,940,120.0,2005,0.0,41,47.6371,-122.32700000000001,1300,1169,171622.0,17,2014,1,0,0
16470,562500.0,3,2.25,1300,907,2.0,0,0,9,1000,300.0,2006,0.0,41,47.6371,-122.32700000000001,1300,1169,171622.0,16,2014,1,0,0
16471,650000.0,3,2.75,1540,1251,2.0,0,0,9,1230,310.0,2002,0.0,41,47.6298,-122.321,1540,1287,171622.0,20,2014,3,0,0
16472,690000.0,2,2.5,1990,1756,3.0,0,0,10,1780,210.0,2005,0.0,41,47.6264,-122.323,1955,1438,171622.0,17,2015,0,0,0
16473,575000.0,3,3.0,1384,1287,2.0,0,0,9,1144,240.0,2006,0.0,41,47.6295,-122.32,1570,1288,171622.0,16,2014,1,0,0
16474,630000.0,3,3.25,1610,1275,2.0,0,0,9,1220,390.0,2005,0.0,41,47.6236,-122.318,1750,3000,171622.0,17,2014,2,0,0
16475,1080000.0,3,2.5,1990,1891,3.0,0,0,10,1990,0.0,2012,0.0,41,47.6271,-122.324,1990,3600,171622.0,10,2015,0,0,0
16476,720000.0,3,1.75,1370,1990,3.0,0,0,10,1370,0.0,2014,0.0,41,47.6434,-122.324,1730,1990,171622.0,8,2015,0,0,0
16477,399950.0,2,1.0,710,1157,2.0,0,2,8,710,0.0,1943,0.0,41,47.6413,-122.329,1370,1173,171622.0,79,2014,1,0,0
16478,699950.0,3,2.25,2190,107593,2.0,0,2,9,2190,0.0,1983,0.0,39,47.7731,-122.08,2570,47777,35396.0,39,2014,3,0,0
16479,680000.0,4,2.5,3140,28037,2.0,0,2,0,3140,0.0,1991,0.0,39,47.7304,-122.08200000000001,2990,35001,35396.0,31,2015,0,0,0
16480,921500.0,4,2.5,3670,315374,2.0,0,2,10,3670,0.0,1994,0.0,39,47.7421,-122.02600000000001,2840,87991,35396.0,28,2014,3,0,0
16481,800000.0,3,3.5,3830,221284,2.0,0,0,0,3530,300.0,1993,0.0,39,47.7641,-122.023,2920,148539,35396.0,29,2014,2,0,0
16483,274975.0,3,2.5,3030,45004,2.0,0,0,10,3030,0.0,1987,0.0,39,47.7721,-122.09299999999999,3080,35781,35396.0,35,2014,3,0,0
16484,950000.0,3,3.0,4040,14338,2.0,0,0,0,3030,1010.0,1986,0.0,39,47.7268,-122.06,3360,14142,35396.0,36,2014,2,0,0
16485,632925.0,3,2.5,2990,32239,2.0,0,2,9,2990,0.0,1978,0.0,39,47.7718,-122.095,2990,36497,35396.0,44,2014,3,0,0
16487,521000.0,4,1.75,2020,36400,1.0,0,2,9,1550,470.0,1976,0.0,39,47.7627,-122.07600000000001,2520,38255,35396.0,46,2014,3,0,0
16488,985000.0,4,2.25,4230,37769,2.0,0,0,1,4230,0.0,1989,0.0,39,47.7287,-122.07700000000001,3890,37034,35396.0,33,2014,1,0,0
16489,740000.0,3,2.0,2100,72745,1.0,0,2,10,2100,0.0,1995,0.0,39,47.7479,-122.06200000000001,2290,54885,35396.0,27,2014,3,0,0
16490,305000.0,3,1.0,1160,9750,1.0,0,0,8,1160,0.0,1967,0.0,39,47.7422,-122.073,1160,9650,35396.0,55,2014,2,0,0
16491,1100000.0,4,3.5,4270,40097,1.0,0,2,2,4270,0.0,1993,0.0,39,47.7354,-122.07799999999999,3510,36149,35396.0,29,2015,0,0,0
16492,660000.0,3,2.5,2680,28243,2.0,0,0,10,2680,0.0,1993,0.0,39,47.7637,-122.05,2670,32130,35396.0,29,2014,2,0,0
16493,800000.0,4,2.5,2570,50308,1.5,0,0,0,2570,0.0,1993,0.0,39,47.7418,-122.039,3420,37891,35396.0,29,2014,2,0,0
16494,630000.0,4,2.5,2740,43101,2.0,0,0,10,2740,0.0,1993,0.0,39,47.7649,-122.04899999999999,2740,33447,35396.0,29,2014,1,0,0
16495,840000.0,4,2.75,3130,21810,2.0,0,2,0,3130,0.0,1993,0.0,39,47.7083,-122.073,3330,21810,35396.0,29,2014,2,0,0
16496,465000.0,4,1.75,1810,21650,2.0,0,2,8,1810,0.0,1961,0.0,39,47.7358,-122.07600000000001,2700,29680,35396.0,61,2014,3,0,0
16497,480000.0,5,4.75,3830,35000,1.0,0,0,9,2130,1700.0,1976,0.0,39,47.7597,-122.079,2750,36150,35396.0,46,2014,1,0,0
16498,1250000.0,4,3.75,3830,41263,2.0,0,2,1,3830,0.0,1990,0.0,39,47.7237,-122.042,5600,56568,35396.0,32,2014,2,0,0
16499,610000.0,3,3.0,2480,45302,1.0,0,2,9,1620,860.0,1976,0.0,39,47.7591,-122.073,1260,14100,35396.0,46,2014,1,0,0
16500,510000.0,3,2.25,2370,38639,1.0,0,0,9,1930,440.0,1978,0.0,39,47.771,-122.09899999999999,2900,37452,35396.0,44,2015,1,0,0
16501,825000.0,4,2.5,3210,18901,2.0,0,0,0,3210,0.0,1993,0.0,39,47.708999999999996,-122.073,3330,18901,35396.0,29,2014,3,0,0
16502,600000.0,5,2.75,2910,53898,1.0,0,4,8,1510,1400.0,1979,0.0,39,47.7201,-122.06200000000001,3210,216928,35396.0,43,2014,1,0,0
16503,805000.0,4,2.5,3450,33460,2.0,0,0,10,3450,0.0,1997,0.0,39,47.7673,-122.1,2820,35250,35396.0,25,2015,1,0,0
16504,367500.0,3,1.0,1660,11783,1.0,0,2,8,1160,500.0,1978,0.0,39,47.7563,-122.075,1320,10541,35396.0,44,2014,1,0,0
16505,432000.0,3,1.75,2410,51763,1.0,0,2,9,1410,1000.0,1981,0.0,39,47.7429,-122.056,2410,49207,35396.0,41,2014,3,0,0
16506,361000.0,3,1.75,1650,11220,1.0,0,2,8,1650,0.0,1969,0.0,39,47.7567,-122.071,1340,10129,35396.0,53,2014,2,0,0
16507,522250.0,4,2.5,2340,41600,1.0,0,0,9,1640,700.0,1977,0.0,39,47.7466,-122.07700000000001,2340,34960,35396.0,45,2014,2,0,0
16508,306000.0,2,1.0,780,13500,1.0,0,2,8,780,0.0,1946,1989.0,39,47.7383,-122.074,2200,67518,35396.0,76,2014,1,1,0
16509,299000.0,2,1.0,1070,189486,1.0,0,0,7,1070,0.0,1942,0.0,39,47.7199,-122.085,1970,60548,35396.0,80,2014,2,0,0
16510,320000.0,3,1.0,1330,9540,1.0,0,2,8,1330,0.0,1971,0.0,39,47.758,-122.075,1250,10350,35396.0,51,2014,3,0,0
16511,460000.0,3,2.25,2080,50965,1.0,0,0,9,1590,490.0,1979,0.0,39,47.7506,-122.06299999999999,2270,51836,35396.0,43,2014,2,0,0
16512,316000.0,3,0.75,1270,10092,1.0,0,4,8,1270,0.0,1971,0.0,39,47.7567,-122.073,1300,10375,35396.0,51,2014,2,0,0
16513,528000.0,5,2.25,2940,38009,1.0,0,0,9,1700,1240.0,1977,0.0,39,47.7653,-122.07700000000001,2620,38300,35396.0,45,2014,3,0,0
16514,845000.0,3,3.5,3460,15745,2.0,0,0,0,3460,0.0,1986,0.0,39,47.7262,-122.06,3350,14825,35396.0,36,2014,2,0,0
16515,875000.0,4,2.5,3600,21794,2.0,0,2,1,3600,0.0,1990,0.0,39,47.7121,-122.072,3410,19864,35396.0,32,2015,0,0,0
16516,705000.0,2,2.5,2305,5580,1.0,0,0,9,2305,0.0,2007,0.0,39,47.7203,-122.024,1440,5748,35396.0,15,2015,1,0,0
16517,783350.0,4,2.5,3290,35001,2.0,0,0,0,3290,0.0,1991,0.0,39,47.7231,-122.038,4090,40371,35396.0,31,2015,1,0,0
16518,542126.0,4,2.5,2360,43088,2.0,0,0,9,2360,0.0,1977,0.0,39,47.7661,-122.071,2850,39216,35396.0,45,2014,2,0,0
16519,775000.0,4,2.5,3890,34513,2.0,0,0,0,3890,0.0,1996,0.0,39,47.7749,-122.04799999999999,3600,28435,35396.0,26,2014,2,0,0
16520,420000.0,3,1.75,1060,38644,1.0,0,0,8,1060,0.0,1983,0.0,39,47.7442,-122.072,1310,11416,35396.0,39,2014,2,0,0
16521,450000.0,3,1.75,2290,44866,1.0,0,0,9,1390,900.0,1981,0.0,39,47.7398,-122.041,2410,44866,35396.0,41,2014,3,0,0
16522,864500.0,4,2.5,3520,35991,2.0,0,2,0,3520,0.0,1992,0.0,39,47.7437,-122.035,3210,35991,35396.0,30,2014,3,0,0
16523,355000.0,2,1.0,1350,368517,1.0,0,0,7,1350,0.0,1947,0.0,39,47.7617,-122.061,2330,104108,35396.0,75,2014,3,0,0
16524,910000.0,4,3.5,4040,50479,2.0,0,0,1,4040,0.0,1987,0.0,39,47.7196,-122.04799999999999,3770,40899,35396.0,35,2014,1,0,0
16525,898000.0,4,2.5,3700,63991,2.0,0,0,0,3700,0.0,1992,0.0,39,47.7319,-122.051,3210,47215,35396.0,30,2015,0,0,0
16526,380000.0,2,1.0,1140,75132,1.0,0,0,8,1140,0.0,1956,0.0,39,47.7349,-122.074,2570,35200,35396.0,66,2015,0,0,0
16527,332900.0,3,1.5,1190,11996,1.0,0,2,8,1190,0.0,1969,0.0,39,47.7561,-122.071,1190,9756,35396.0,53,2015,0,0,0
16528,820000.0,3,2.5,2980,18935,1.5,0,0,1,2980,0.0,1990,0.0,39,47.7133,-122.079,3670,18225,35396.0,32,2014,3,0,0
16529,643000.0,3,1.5,1780,214315,1.0,0,0,8,1780,0.0,1954,0.0,39,47.7631,-122.02799999999999,2740,133419,35396.0,68,2015,0,0,0
16530,850000.0,3,2.25,3000,18450,1.0,0,0,0,3000,0.0,1983,0.0,39,47.7274,-122.06200000000001,2980,12304,35396.0,39,2015,0,0,0
16531,595000.0,4,2.5,2360,43017,2.0,0,0,10,2360,0.0,1989,0.0,39,47.773999999999994,-122.07700000000001,2750,40334,35396.0,33,2015,1,0,0
16532,585000.0,3,1.75,1790,87213,1.0,0,2,8,1790,0.0,1974,0.0,39,47.732,-122.07700000000001,3270,39586,35396.0,48,2015,0,0,0
16533,766950.0,3,2.5,3030,30007,1.5,0,2,0,3030,0.0,1992,0.0,39,47.743,-122.036,3360,34983,35396.0,30,2014,1,0,0
16534,483000.0,3,2.25,2100,43560,1.0,0,2,9,1330,770.0,1977,0.0,39,47.7511,-122.072,2100,43560,35396.0,45,2015,1,0,0
16535,322500.0,3,1.0,1160,9750,1.0,0,0,8,1160,0.0,1968,0.0,39,47.7429,-122.072,1160,10565,35396.0,54,2014,2,0,0
16536,458000.0,4,3.0,3280,62726,1.5,0,0,8,3280,0.0,1979,0.0,39,47.7509,-122.056,3210,73616,35396.0,43,2014,3,0,0
16537,353000.0,4,1.75,1780,9794,1.0,0,0,8,1780,0.0,1967,0.0,39,47.7419,-122.073,1160,9750,35396.0,55,2014,3,0,0
16538,535000.0,4,2.5,2200,110642,1.0,0,4,8,1330,870.0,1979,0.0,39,47.7409,-122.052,2290,51400,35396.0,43,2014,2,0,0
16539,900000.0,4,3.0,3810,217800,2.0,0,0,10,3810,0.0,2003,0.0,39,47.7696,-122.021,2580,217364,35396.0,19,2015,0,0,0
16540,762500.0,3,2.25,3330,15258,2.0,0,0,0,3330,0.0,1986,0.0,39,47.7262,-122.06,3360,14850,35396.0,36,2014,2,0,0
16541,730000.0,3,3.0,3460,13129,2.0,0,0,10,2560,900.0,1988,0.0,39,47.7315,-122.05799999999999,3460,12568,35396.0,34,2014,2,0,0
16542,625000.0,3,2.5,2750,35000,2.0,0,0,10,2750,0.0,1993,0.0,39,47.75,-122.024,2780,35862,35396.0,29,2015,1,0,0
16543,760000.0,4,2.75,3370,12447,2.0,0,0,0,3370,0.0,1991,0.0,39,47.7309,-122.05799999999999,3700,13129,35396.0,31,2014,1,0,0
16544,580000.0,3,2.75,2660,32757,1.0,0,2,9,2660,0.0,1975,0.0,39,47.7649,-122.098,2720,35191,35396.0,47,2015,1,0,0
16545,875000.0,4,2.5,3470,32109,2.0,0,0,0,3470,0.0,1995,0.0,39,47.7311,-122.036,3800,35181,35396.0,27,2014,1,0,0
16546,815000.0,3,2.5,2790,53143,2.0,0,2,10,2790,0.0,1991,0.0,39,47.7687,-122.036,2740,47916,35396.0,31,2015,1,0,0
16547,645000.0,3,2.5,2930,19900,1.5,0,0,10,2930,0.0,1983,0.0,39,47.7234,-122.066,3160,20492,35396.0,39,2014,3,0,0
16548,790000.0,4,2.5,3020,36893,2.0,0,0,10,3020,0.0,1986,2007.0,39,47.768,-122.09200000000001,3020,36444,35396.0,36,2015,1,1,0
16549,589900.0,2,3.0,3160,66646,2.0,0,0,8,3160,0.0,1993,0.0,39,47.7479,-122.03399999999999,3140,38790,35396.0,29,2014,1,0,0
16550,630000.0,3,2.5,2460,38794,2.0,0,0,10,2460,0.0,1999,0.0,39,47.7602,-122.022,2470,51400,35396.0,23,2015,1,0,0
